target,day_obs,visit,detector,band,physical_filter,ra,dec,zenithDistance,zeroPoint,skyBg,skyNoise,psfSigma,psfArea,nPsfStar,astromOffsetMean,astromOffsetStd,expTime,astrometry_matches_count,cosmic_ray_count,final_psf_sigma,matched_psf_star_count,photometry_matches_count,psf_available_star_count,psf_good_star_count,saturated_source_count,star_count
2023ixf,20230710,86161116,0,r,R,210.91345070729776,54.313020078798914,31.57732391357422,27.389598846435547,111.19955444335938,11.044273376464844,2.614445686340332,104.24624633789062,8,0.04968668892979622,0.03241138905286789,40.0,7.0,16.0,2.614362633892698,11.0,12.0,9.0,9.0,2.0,13.0
2023ixf,20230710,86161117,0,r,R,210.913215150747,54.31303592137891,31.9412841796875,27.402149200439453,112.43836975097656,11.04469108581543,2.6146130561828613,105.55609893798828,10,0.04321484640240669,0.016715098172426224,40.0,8.0,12.0,2.619923673947606,12.0,13.0,13.0,13.0,4.0,14.0
2023ixf,20230710,86161118,0,i,I,210.9130147082007,54.31304320923999,32.300785064697266,26.998275756835938,114.37709045410156,10.873138427734375,2.7400424480438232,111.77276611328125,8,0.03743954002857208,0.022555964067578316,40.0,8.0,16.0,2.748714343142999,9.0,11.0,13.0,13.0,0.0,11.0
2023ixf,20230710,86161119,0,i,I,210.91309389408983,54.31294415821773,32.61467742919922,27.060331344604492,113.27716827392578,10.761988639831543,2.9224884510040283,124.3464584350586,10,0.03263396397233009,0.022385861724615097,40.0,9.0,14.0,2.9224310601700596,11.0,12.0,15.0,15.0,3.0,14.0
2023ixf,20230710,86161120,0,i,I,210.9126894209107,54.3130376351201,32.89595413208008,27.059581756591797,111.78850555419922,10.792034149169922,2.8436734676361084,115.62702941894531,10,0.05642372742295265,0.036573104560375214,40.0,5.0,13.0,2.849742238697466,12.0,14.0,14.0,14.0,3.0,14.0
2023ixf,20230710,86161121,0,i,I,210.80790841217606,54.2515245470171,33.2078742980957,28.393733978271484,112.02867126464844,10.78890609741211,2.7349915504455566,112.10420227050781,9,4.1308557269248425e-11,3.6759307403544383e-11,40.0,3.0,16.0,2.738075959559315,12.0,4.0,11.0,11.0,0.0,14.0
2023ixf,20230710,86161122,0,i,I,210.91194339476556,54.31320888385603,33.497440338134766,27.06316566467285,112.19407653808594,10.809063911437988,2.7498836517333984,114.17745971679688,10,0.04183952510356903,0.0144248241558671,40.0,9.0,23.0,2.7709980701214656,12.0,15.0,12.0,12.0,4.0,14.0
2023ixf,20230715,86203069,0,r,R,210.89382987561152,54.311350365424786,36.75069046020508,27.651647567749023,233.0905303955078,14.745623588562012,1.9088585376739502,65.08440399169922,9,0.0023080070968717337,0.001178894774056971,50.0,6.0,24.0,1.9520442584675488,9.0,11.0,16.0,16.0,4.0,11.0
2023ixf,20230715,86203070,0,r,R,210.89354940771145,54.31142299196628,36.951019287109375,27.62763214111328,232.04574584960938,14.585145950317383,1.8499341011047363,56.98435974121094,10,0.002907942980527878,0.002451326698064804,50.0,5.0,19.0,1.8844815255830416,11.0,13.0,14.0,14.0,4.0,13.0
2023ixf,20230715,86203071,0,r,R,210.89347376058686,54.31143579304913,37.15138244628906,27.624267578125,234.0306396484375,14.821824073791504,1.9825726747512817,71.53630065917969,9,0.010957899503409863,0.005503126420080662,50.0,8.0,18.0,2.023670860242839,10.0,12.0,15.0,15.0,3.0,13.0
2023ixf,20230715,86203072,0,r,R,210.8936006142591,54.31149504909373,37.35174560546875,27.625551223754883,232.73912048339844,14.805553436279297,2.0030925273895264,69.4446792602539,7,0.00957157276570797,0.005269302986562252,50.0,8.0,20.0,2.0240085385946567,7.0,9.0,15.0,15.0,4.0,9.0
2023ixf,20230715,86203073,0,r,R,210.89337346510683,54.311646040683016,37.55244064331055,27.610559463500977,232.45457458496094,14.942391395568848,2.019834280014038,89.0212173461914,11,0.0091334143653512,0.004265813622623682,50.0,6.0,12.0,2.0842462363921426,13.0,13.0,13.0,13.0,3.0,13.0
2023ixf,20230715,86203074,0,i,I,210.89334729474226,54.31173001011033,38.05235290527344,27.31711196899414,153.2465362548828,13.077775955200195,1.6578915119171143,48.03598403930664,14,0.016530459746718407,0.009164621122181416,50.0,8.0,16.0,1.6594286174057387,15.0,15.0,20.0,20.0,5.0,18.0
2023ixf,20230715,86203075,0,i,I,210.89329125731356,54.31175641180885,38.25339126586914,27.320024490356445,148.50283813476562,13.872207641601562,1.571287751197815,42.937931060791016,12,0.015930024906992912,0.0032277803402394056,50.0,8.0,18.0,1.5799680043581632,12.0,13.0,21.0,21.0,6.0,15.0
2023ixf,20230715,86203076,0,i,I,210.89303664228083,54.311821411717496,38.454559326171875,27.220104217529297,153.65916442871094,12.867203712463379,1.7653520107269287,53.73715591430664,14,0.008527680300176144,0.004602169152349234,50.0,8.0,14.0,1.7628247007865925,14.0,14.0,18.0,18.0,2.0,19.0
2023ixf,20230715,86203077,0,i,I,210.89284957297656,54.31189935988246,38.6557502746582,27.21416473388672,146.32969665527344,13.70792293548584,1.6638761758804321,48.349342346191406,9,0.008248738944530487,0.005246072541922331,50.0,8.0,14.0,1.6611126666485643,9.0,10.0,17.0,17.0,8.0,11.0
2023ixf,20230715,86203078,0,i,I,210.89246633218312,54.31206717542569,38.85713577270508,27.21102523803711,146.83493041992188,13.883281707763672,1.5292929410934448,42.42741775512695,10,0.010260442271828651,0.005210989620536566,50.0,8.0,24.0,1.5347959098901507,10.0,10.0,19.0,19.0,8.0,12.0
2023ixf,20230729,86346090,0,r,R,210.89983274228567,54.31912221915942,38.945213317871094,25.874221801757812,81.06721496582031,9.150296211242676,2.4689345359802246,90.76313781738281,5,0.05873938649892807,0.026806816458702087,10.0,7.0,8.0,2.462532560055298,7.0,9.0,8.0,8.0,2.0,8.0
2023ixf,20230729,86346103,0,r,R,210.89636946947508,54.37013057669487,45.14091873168945,27.59172248840332,429.7845458984375,18.271364212036133,2.644819498062134,99.10426330566406,5,0.01205031480640173,0.0073984782211482525,50.0,8.0,14.0,2.6547645504014294,8.0,10.0,8.0,8.0,2.0,11.0
2023ixf,20230729,86346104,0,r,R,210.89647870688594,54.370034808007816,45.34151840209961,27.597145080566406,429.6162414550781,18.257503509521484,2.728548765182495,99.84891510009766,5,0.021265538409352303,0.013858196325600147,50.0,8.0,17.0,2.7383945726778847,5.0,6.0,9.0,9.0,2.0,8.0
2023ixf,20230729,86346105,0,r,R,210.89660487719135,54.37022474313044,45.54199981689453,27.58644676208496,429.66064453125,18.24393081665039,2.215461254119873,74.78125,6,0.017107512801885605,0.012587723322212696,50.0,9.0,24.0,2.222054869735267,8.0,9.0,9.0,9.0,7.0,9.0
2023ixf,20230729,86346106,0,r,R,210.89637069734368,54.370086087377885,45.74261474609375,27.58364486694336,432.09149169921875,18.32488441467285,2.4921188354492188,95.88985443115234,5,0.021700412034988403,0.013492662459611893,50.0,9.0,16.0,2.4853991410469236,8.0,8.0,9.0,9.0,3.0,10.0
2023ixf,20230729,86346107,0,r,R,210.89679746827431,54.370176183415445,45.94279479980469,27.591827392578125,432.82342529296875,18.335039138793945,2.513045310974121,89.60045623779297,4,0.023834720253944397,0.011283167637884617,50.0,7.0,19.0,2.5051269003948065,5.0,6.0,6.0,6.0,4.0,9.0
2023ixf,20230729,86346108,0,r,R,210.89270789377557,54.309408407120436,48.437042236328125,27.18340301513672,328.4496765136719,16.110769271850586,2.0919156074523926,70.74969482421875,8,0.015078322030603886,0.010076872073113918,50.0,7.0,18.0,2.090788134143158,11.0,11.0,11.0,11.0,2.0,12.0
2023ixf,20230729,86346109,0,r,R,210.89303033889132,54.309340266400426,49.1887092590332,27.189472198486328,329.3631591796875,16.043745040893555,1.9254934787750244,63.71752166748047,9,0.014103985391557217,0.005985159892588854,50.0,9.0,15.0,1.9308976663829764,11.0,11.0,15.0,15.0,3.0,13.0
2023ixf,20230729,86346110,0,r,R,210.89310742121035,54.30938653355215,49.3872184753418,27.20331382751465,331.7054443359375,16.506261825561523,2.155904769897461,77.00423431396484,8,0.018386110663414,0.010228347033262253,50.0,9.0,18.0,2.1561973344594034,10.0,12.0,11.0,11.0,1.0,14.0
2023ixf,20230729,86346111,0,r,R,210.89311740345798,54.309356155802774,49.585601806640625,27.167497634887695,330.194580078125,16.036514282226562,1.9893018007278442,67.5885238647461,8,0.012900485657155514,0.00507688894867897,50.0,7.0,17.0,1.98364665777367,10.0,10.0,9.0,9.0,4.0,12.0
2023ixf,20230729,86346112,0,r,R,210.8930792901484,54.30938884738752,49.78386306762695,27.179813385009766,333.133544921875,16.129314422607422,1.9818737506866455,65.7847900390625,8,0.017847871407866478,0.005953106097877026,50.0,9.0,18.0,1.9852015491010662,11.0,11.0,12.0,12.0,2.0,13.0
2023ixf,20230729,86346113,0,i,I,210.89321107188496,54.309409234188905,50.0866813659668,26.84841537475586,199.82745361328125,13.062036514282227,1.825938105583191,58.6326789855957,11,0.02040519192814827,0.009154578670859337,50.0,8.0,22.0,1.8144723882836977,12.0,12.0,15.0,15.0,2.0,14.0
2023ixf,20230729,86346114,0,i,I,210.89322439238103,54.30940805094838,50.28450393676758,26.7905330657959,197.72557067871094,13.094396591186523,1.848455548286438,57.40941619873047,10,0.016557279974222183,0.006521564908325672,50.0,8.0,24.0,1.8517432556216087,12.0,12.0,13.0,13.0,2.0,14.0
2023ixf,20230729,86346115,0,i,I,210.89326210752446,54.30939602968383,50.48213195800781,26.83002471923828,197.578857421875,13.042494773864746,1.8536220788955688,55.05183029174805,10,0.015377594158053398,0.00801699236035347,50.0,6.0,9.0,1.8605703814327046,14.0,14.0,13.0,13.0,1.0,16.0
2023ixf,20230729,86346116,0,i,I,210.89323225987243,54.3094237065457,50.67961883544922,26.793569564819336,199.45565795898438,13.26569938659668,1.875475525856018,61.391990661621094,10,0.01842072419822216,0.007910898886620998,50.0,8.0,15.0,1.8707616396252833,12.0,12.0,14.0,14.0,2.0,13.0
2023ixf,20230729,86346117,0,i,I,210.8932310534163,54.3093798378747,50.87693786621094,26.856515884399414,200.55186462402344,13.192682266235352,1.8423988819122314,52.77804946899414,10,0.015556199476122856,0.0068924808874726295,50.0,8.0,19.0,1.8491452173230845,13.0,13.0,12.0,12.0,2.0,16.0
2023ixf,20230802,86387088,0,r,R,210.89090655478603,54.31303423616555,38.73781204223633,25.80096435546875,106.99993896484375,9.731832504272461,2.6625590324401855,98.6358413696289,8,0.03998792916536331,0.02753596380352974,10.0,8.0,7.0,2.6621983998556265,9.0,9.0,8.0,8.0,0.0,10.0
2023ixf,20230802,86387097,0,r,R,210.89075423010715,54.31317825106654,42.25161361694336,27.612150192260742,569.4744873046875,20.76834487915039,2.3340566158294678,78.05567169189453,7,0.011101949959993362,0.005917142145335674,50.0,6.0,17.0,2.3345954535898326,8.0,9.0,11.0,11.0,3.0,10.0
2023ixf,20230802,86387098,0,r,R,210.89080894548167,54.31322629706891,42.483211517333984,27.59537124633789,571.6226806640625,20.338699340820312,2.6593470573425293,99.83892059326172,8,0.011441759765148163,0.005435436964035034,50.0,8.0,22.0,2.6651299675637863,9.0,10.0,9.0,9.0,1.0,11.0
2023ixf,20230802,86387099,0,r,R,210.89079824001843,54.31323333571212,42.72037124633789,27.590694427490234,574.7080078125,20.404712677001953,2.701805353164673,125.69535827636719,8,0.007883632555603981,0.0008182142046280205,50.0,8.0,15.0,2.695485490800672,9.0,10.0,12.0,12.0,1.0,11.0
2023ixf,20230802,86387100,0,r,R,210.89076359028363,54.31325665320855,42.958614349365234,27.592578887939453,576.7940673828125,20.420942306518555,2.7120821475982666,118.36689758300781,7,0.019513588398694992,0.01099733728915453,50.0,8.0,13.0,2.71198158856935,7.0,8.0,10.0,10.0,1.0,9.0
2023ixf,20230802,86387101,0,r,R,210.89073796726743,54.31322190109232,43.20040512084961,27.587961196899414,580.3530883789062,20.479143142700195,2.8922011852264404,131.5046844482422,7,0.013209626078605652,0.007411156315356493,50.0,6.0,14.0,2.895597357179741,7.0,7.0,8.0,8.0,2.0,7.0
2023ixf,20230802,86387102,0,i,I,210.89085108563995,54.31325821677678,43.4909553527832,27.273054122924805,353.95513916015625,17.572473526000977,2.740128993988037,122.38943481445312,7,0.015156969428062439,0.005797849036753178,50.0,8.0,13.0,2.742144858624237,8.0,10.0,10.0,10.0,2.0,10.0
2023ixf,20230802,86387103,0,i,I,210.8908965854763,54.313215969918126,43.726646423339844,27.17170524597168,353.762451171875,17.322147369384766,2.6702444553375244,124.20320129394531,6,0.01710854470729828,0.006173163186758757,50.0,8.0,21.0,2.677436624310956,6.0,7.0,15.0,15.0,2.0,6.0
2023ixf,20230802,86387104,0,i,I,210.8908327313435,54.31323708909939,43.96412658691406,27.174787521362305,355.3506774902344,17.602855682373047,2.751744508743286,127.72886657714844,6,0.022468911483883858,0.009952511638402939,50.0,8.0,18.0,2.749674998395827,6.0,7.0,14.0,14.0,2.0,6.0
2023ixf,20230802,86387105,0,i,I,210.89089190230223,54.313245485100936,44.212581634521484,27.220705032348633,354.4643859863281,17.4182186126709,2.696779727935791,121.1634750366211,6,0.018757285550236702,0.005954639986157417,50.0,8.0,26.0,2.6951340757204,6.0,8.0,10.0,10.0,2.0,7.0
2023ixf,20230802,86387106,0,i,I,210.89085241085047,54.31321416097806,44.4620246887207,27.225902557373047,355.3798828125,17.165563583374023,2.4841620922088623,109.88196563720703,7,0.010142555460333824,0.0052030873484909534,50.0,8.0,33.0,2.491871164565966,7.0,8.0,16.0,16.0,2.0,9.0
ac_and,20240906,90151287,0,v,V,349.4988213266602,48.78084478634541,28.70240020751953,26.723899841308594,69.222412109375,8.769648551940918,3.674179792404175,123.15360260009766,0,0.1474943608045578,0.09286260604858398,30.0,10.0,9.0,3.7074591308104967,7.0,7.0,7.0,7.0,7.0,7.0
ac_and,20240906,90151290,0,v,V,349.498764569949,48.78076593326435,29.618263244628906,26.680095672607422,70.36487579345703,8.750001907348633,3.463399648666382,135.4714813232422,7,0.1802573949098587,0.1282668262720108,30.0,13.0,19.0,3.451411468627888,49.0,58.0,12.0,12.0,5.0,56.0
ac_and,20240906,90151291,0,v,V,349.4987638462911,48.7807498203619,29.788036346435547,26.760772705078125,69.85369110107422,8.720110893249512,3.2119648456573486,135.74365234375,23,0.052966926246881485,0.0302769523113966,30.0,24.0,23.0,3.2090014393265203,33.0,47.0,35.0,33.0,8.0,55.0
ac_and,20240906,90151292,0,v,V,349.498759987966,48.780780502401996,29.957935333251953,26.772964477539062,69.76542663574219,8.691413879394531,2.429203510284424,89.72723388671875,6,0.04755466431379318,0.023010162636637688,30.0,15.0,15.0,2.468734554098947,9.0,14.0,23.0,23.0,8.0,16.0
ac_and,20240906,90151293,0,v,V,349.4987505064511,48.780677761215244,30.12792205810547,26.7576904296875,70.02653503417969,8.81926155090332,3.2054858207702637,114.98416137695312,2,0.02750464715063572,0.02008255198597908,30.0,7.0,26.0,3.094218771032087,19.0,27.0,8.0,8.0,8.0,30.0
ac_and,20240906,90151294,0,v,V,349.49879537507906,48.7807861827292,30.29798698425293,26.772184371948242,70.19668579101562,8.839550018310547,3.179333209991455,143.50035095214844,8,0.08558179438114166,0.07259397953748703,30.0,10.0,13.0,3.2091693548826807,17.0,21.0,14.0,14.0,7.0,25.0
ac_and,20240906,90151295,0,v,V,349.4988098075486,48.78077162817781,30.468149185180664,26.75123405456543,70.59053039550781,8.866284370422363,3.330686092376709,151.844970703125,10,0.08199134469032288,0.04465074464678764,30.0,16.0,16.0,3.2596494081667595,27.0,40.0,17.0,16.0,5.0,46.0
ac_and,20240906,90151296,0,v,V,349.49879906571334,48.78078104993636,30.63842010498047,26.74237823486328,70.74781799316406,8.86448860168457,3.393889904022217,144.85020446777344,5,0.07379118353128433,0.04084782674908638,30.0,9.0,11.0,3.417077282394023,23.0,31.0,10.0,10.0,7.0,37.0
ac_and,20240906,90151297,0,v,V,349.4987830985094,48.78086612692017,30.808792114257812,26.76589012145996,70.82755279541016,8.7048978805542,3.169016122817993,150.9807586669922,4,0.05694230645895004,0.020738812163472176,30.0,9.0,6.0,3.230352660034698,7.0,10.0,13.0,13.0,7.0,10.0
ac_and,20240906,90151298,0,v,V,349.4987663257771,48.78087576615819,30.979280471801758,26.753936767578125,71.34304809570312,8.585566520690918,2.54201078414917,99.91442108154297,2,0.40107330679893494,0.22730652987957,30.0,10.0,17.0,2.603561446688272,4.0,6.0,8.0,8.0,4.0,7.0
ac_and,20240906,90151299,0,v,V,349.4987946102902,48.78078724349774,31.14975357055664,26.76854705810547,71.59730529785156,8.65260124206543,2.5299487113952637,58.72990417480469,5,0.06080340966582298,0.04395280405879021,30.0,7.0,16.0,2.566106045302544,14.0,20.0,8.0,8.0,3.0,25.0
ac_and,20240906,90151301,0,v,V,349.4988891819501,48.781043611863915,31.490982055664062,26.7757511138916,72.34736633300781,8.832690238952637,3.283492088317871,128.03541564941406,0,0.09367294609546661,0.05072753503918648,30.0,20.0,10.0,3.390479476953619,4.0,5.0,10.0,9.0,6.0,5.0
ac_and,20240906,90151302,0,v,V,349.49884840014437,48.780845218077495,31.661741256713867,26.752662658691406,72.29525756835938,8.875079154968262,3.253558874130249,138.53170776367188,12,0.05376315116882324,0.02803594432771206,30.0,17.0,12.0,3.184789446023431,33.0,50.0,14.0,14.0,5.0,58.0
ac_and,20240906,90151303,0,v,V,349.49888124769217,48.78089605006617,31.83254623413086,26.680418014526367,72.55646514892578,8.903304100036621,3.119366407394409,123.80864715576172,3,0.22727517783641815,0.13855229318141937,30.0,16.0,11.0,3.0962864045048284,37.0,46.0,14.0,14.0,4.0,46.0
ac_and,20240906,90151304,0,v,V,349.4052675507588,48.70587199905646,32.057945251464844,31.612401962280273,72.88286590576172,8.945063591003418,3.496227502822876,155.74330139160156,4,0.08122995495796204,0.05861441791057587,30.0,4.0,10.0,3.488689883768224,39.0,16.0,11.0,11.0,8.0,50.0
ac_and,20240906,90151305,0,v,V,349.49876818001303,48.78082232753584,32.17442321777344,26.73933219909668,73.3125228881836,8.954668998718262,3.5613558292388916,160.6710205078125,10,0.04912145808339119,0.03468224033713341,30.0,15.0,10.0,3.5546610644485086,29.0,45.0,16.0,16.0,8.0,56.0
ac_and,20240906,90151306,0,v,V,349.4835613980929,48.76508840021841,32.35404586791992,26.75415802001953,73.87495422363281,8.937199592590332,3.8643195629119873,121.1819839477539,0,0.09887108206748962,0.0739934965968132,30.0,4.0,17.0,3.8119599416424093,17.0,6.0,5.0,5.0,8.0,24.0
ac_and,20240906,90151307,0,v,V,349.498738008314,48.7808507048639,32.51652145385742,26.74947166442871,74.39179229736328,8.946690559387207,3.4397478103637695,157.7255401611328,12,0.025549909099936485,0.013389318250119686,30.0,11.0,12.0,3.403280570514669,40.0,53.0,13.0,13.0,7.0,62.0
ac_and,20240906,90151308,0,v,V,349.49887970253485,48.780988974996234,32.687599182128906,26.731304168701172,73.78273010253906,8.987279891967773,2.88147234916687,136.2049560546875,1,0.30936112999916077,0.19355551898479462,30.0,6.0,8.0,3.0383120502217364,5.0,9.0,7.0,7.0,5.0,8.0
ac_and,20240906,90151309,0,v,V,349.4987866171794,48.78091037112948,32.85883712768555,26.765789031982422,73.43222045898438,8.957643508911133,2.551867723464966,105.32564544677734,1,0.0801987498998642,0.03730534017086029,30.0,12.0,8.0,2.6259529537431074,7.0,7.0,19.0,18.0,1.0,8.0
ac_and,20240906,90151310,0,v,V,349.4988382346188,48.78085244560925,33.030006408691406,26.737590789794922,73.91264343261719,8.860630989074707,3.7348079681396484,123.43930053710938,1,0.1449528932571411,0.08846374601125717,30.0,9.0,12.0,3.5010986933086072,15.0,19.0,7.0,7.0,5.0,21.0
ac_and,20240906,90151312,0,v,V,349.4988665578779,48.780862253658135,33.37253189086914,26.74243927001953,75.39736938476562,8.878605842590332,3.653179407119751,168.32826232910156,10,0.03725855052471161,0.02346324361860752,30.0,13.0,9.0,3.664002196841838,36.0,54.0,12.0,12.0,7.0,61.0
ac_and,20240906,90151313,0,v,V,349.49885195851243,48.78086327750544,33.5439338684082,26.738903045654297,75.16242218017578,8.967860221862793,3.4605886936187744,153.00645446777344,17,0.04908560588955879,0.021878423169255257,30.0,21.0,17.0,3.4373181732517346,41.0,58.0,18.0,18.0,7.0,68.0
